"Spiel-ID","Game-ID","Teamname","Gegner","Club","Spieler 1","Pins 1","Pins Gegner 1","EDV 1","Spieler 2","Pins 2","Pins Gegner 2","EDV 2","Spieler 3","Pins 3","Pins Gegner 3","EDV 3","Spieler 4","Pins 4","Pins Gegner 4","EDV 4","Pins Gesamt","Pins Gegner","Checksumme","check","Prüfnummer","Eintrags-ID","Datum des Eintrags","Aktualisierungsdatum"
"BAYL-M-365_Re","BAYL-M-365","Bajuwaren München 1","BK München 3","","Hans-Jürgen Glasl","190","177","7408","Hans-Jürgen Glasl sen.","150","189","16762","Ralph Reichert","180","247","7416","Volker Lüthje","147","177","7601","667","790","","0","23571113","28788","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-371_Re","BAYL-M-371","Werdenfels 1","BK München 3","","Maximilian Kammermeier","194","153","25822","Michael Ring","181","246","7317","Bruno Gärtner","211","221","25649","Daniel Hellmich","202","132","7314","788","752","","0","23571113","28787","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-372_Re","BAYL-M-372","SG DJK Rimpar 1","BC EMAX Unterföhring 2","","Michael Kreß","203","152","10622","Henning Wunderlich","167","189","38018","Sebastian Boé","215","157","16287","Jan-Uwe Werder","187","218","16301","772","716","","0","23571113","28786","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-373_Re","BAYL-M-373","SG Rottendorf 1","Donaubowler Regensburg 1","","Dominik Wendel","117","197","16852","Stefan Reichardt","148","184","16945","Christian Büttner","193","147","16862","Patrick Stemmler","199","202","16495","657","730","","0","23571113","28785","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-374_Re","BAYL-M-374","Schanzer Ingolstadt 1","Bajuwaren München 1","","Oliver Schütze","199","227","38550","Thomas Hartl","168","144","38411","Markus Schmied","167","227","38361","Jochen Spielvogel","201","178","7348","735","776","","0","23571113","28784","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-375_Re","BAYL-M-375","BC Comet Nürnberg","Bowlinghaus Bamberg 1","","Jan Schwarz","233","167","7734","Andreas Mittelmaier","174","186","16896","Andreas Schick","178","257","7102","Michael Schlundt","176","198","7725","761","808","","0","23571113","28783","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-381_Re","BAYL-M-381","Donaubowler Regensburg 1","Bajuwaren München 1","","Christian Feller","170","245","16007","Dominik Seltmann","186","145","25604","Kurt Obermeier","170","186","7831","Marco Hürdler","204","155","25271","730","731","","0","23571113","28782","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-382_Re","BAYL-M-382","Bowlinghaus Bamberg 1","Schanzer Ingolstadt 1","","William Karl","202","212","16532","Bernd Trapphardt","195","181","16559","Jörg Röhlig","134","192","38041","Alexander Renner","166","168","16251","697","753","","0","23571113","28781","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-383_Re","BAYL-M-383","BC Comet Nürnberg","Werdenfels 1","","Jan Schwarz","183","190","7734","Andreas Mittelmaier","215","181","16896","Andreas Schick","241","210","7102","Michael Schlundt","218","220","7725","857","801","","0","23571113","28780","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-384_Re","BAYL-M-384","BC EMAX Unterföhring 2","BK München 3","","Ernst Blasits","206","188","25554","Robert Pirzer","177","205","7428","Günter Denz","179","151","16398","Marco Probst","187","211","7602","749","755","","0","23571113","28779","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-385_Re","BAYL-M-385","SG Rottendorf 1","SG DJK Rimpar 1","","Alexander Scholz","161","210","16352","Stefan Reichardt","181","183","16945","Christian Büttner","203","219","16862","Patrick Stemmler","203","170","16495","748","782","","0","23571113","28778","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-391_Re","BAYL-M-391","SG DJK Rimpar 1","Schanzer Ingolstadt 1","","Michael Kreß","207","210","10622","Henning Wunderlich","168","141","38018","Sebastian Boé","170","194","16287","Jan-Uwe Werder","159","191","16301","704","736","","0","23571113","28777","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-392_Re","BAYL-M-392","SG Rottendorf 1","BK München 3","","Alexander Scholz","154","179","16352","Stefan Reichardt","179","187","16945","Christian Büttner","226","236","16862","Patrick Stemmler","196","151","16495","755","753","","0","23571113","28776","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-393_Re","BAYL-M-393","Bowlinghaus Bamberg 1","BC EMAX Unterföhring 2","","William Karl","202","204","16532","Bernd Trapphardt","154","194","16559","Jörg Röhlig","145","182","38041","Alexander Renner","169","217","16251","670","797","","0","23571113","28775","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-394_Re","BAYL-M-394","BC Comet Nürnberg","Donaubowler Regensburg 1","","Jan Schwarz","204","176","7734","Andreas Mittelmaier","249","148","16896","Andreas Schick","210","157","7102","Michael Schlundt","169","199","7725","832","680","","0","23571113","28774","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-395_Re","BAYL-M-395","Werdenfels 1","Bajuwaren München 1","","Daniel Hellmich","192","169","7314","Michael Ring","206","145","7317","Bruno Gärtner","191","199","25649","Maximilian Kammermeier","180","163","25822","769","676","","0","23571113","28773","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-491_Li","BAYL-M-491","Bajuwaren München 1","SG Rottendorf 1","","Hans-Jürgen Glasl","183","142","7408","Dennis Lüthje","211","177","7600","Ralph Reichert","192","222","7416","Volker Lüthje","204","160","7601","790","701","","0","332167","28772","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-495_Li","BAYL-M-495","Donaubowler Regensburg 1","SG DJK Rimpar 1","","Sebastian Radecker","228","208","38025","Dominik Seltmann","180","201","25604","Kurt Obermeier","183","203","7831","Marco Hürdler","190","208","25271","781","820","","0","23571113","28771","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-493_Li","BAYL-M-493","BK München 3","Schanzer Ingolstadt 1","","Georg Hinterwimmer","200","148","7867","Harald Laub","198","172","7597","Daniel Börding","237","183","7591","Sebastian Hinterwimmer","223","279","7885","858","782","","0","497106","28770","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-494_Li","BAYL-M-494","Werdenfels 1","Bowlinghaus Bamberg 1","","Bruno Gärtner","235","230","25649","Maximilian Kammermeier","203","184","25822","Jan Musiol","207","210","25166","Daniel Hellmich","210","215","7314","855","839","","0","227739","28769","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-492_Li","BAYL-M-492","BC Comet Nürnberg","BC EMAX Unterföhring 2","","Jan Schwarz","222","207","7734","Christian Schlick","213","203","7724","Andreas Mittelmaier","184","211","16896","Michael Schlundt","244","159","7725","863","780","","0","526875","28768","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-481_Li","BAYL-M-481","Donaubowler Regensburg 1","BK München 3","","Sebastian Radecker","200","171","38025","Dominik Seltmann","173","163","25604","Kurt Obermeier","195","225","7831","Marco Hürdler","216","205","25271","784","764","","0","966319","28767","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-485_Li","BAYL-M-485","Werdenfels 1","Schanzer Ingolstadt 1","","Bruno Gärtner","226","191","25649","Michael Ring","170","182","7317","Jan Musiol","201","228","25166","Daniel Hellmich","160","179","7314","757","780","","0","23571113","28766","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-483_Li","BAYL-M-483","SG DJK Rimpar 1","BC Comet Nürnberg","","Michael Kreß","193","186","10622","Alexander Scholz","211","216","16352","Henning Wunderlich","149","224","38018","Sebastian Boé","232","236","16287","785","862","","0","600719","28765","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-482_Li","BAYL-M-482","Bajuwaren München 1","Bowlinghaus Bamberg 1","","Hans-Jürgen Glasl","182","234","7408","Dennis Lüthje","173","201","7600","Ralph Reichert","183","243","7416","Volker Lüthje","235","191","7601","773","869","","0","497160","28764","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-484_Li","BAYL-M-484","BC EMAX Unterföhring 2","SG Rottendorf 1","","Sebastian Lohse","245","215","27134","Marco Probst","218","205","7602","Günter Denz","225","212","16398","Robert Pirzer","195","207","7428","883","839","","0","634298","28763","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-472_Li","BAYL-M-472","SG Rottendorf 1","Werdenfels 1","","Christian Büttner","192","141","16862","Stefan Reichardt","173","244","16945","Tim Meier","200","232","38545","Patrick Stemmler","228","185","16495","793","802","","0","494269","28762","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-465_Li","BAYL-M-465","Bowlinghaus Bamberg 1","SG Rottendorf 1","","William Karl","161","168","16532","Mario Burghardt","183","168","12248","Thomas Nikoleit","233","216","25516","Alexander Renner","191","165","16251","768","717","","0","129222","28761","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-473_Li","BAYL-M-473","Bowlinghaus Bamberg 1","Donaubowler Regensburg 1","","William Karl","182","169","16532","Mario Burghardt","159","172","12248","Bernd Trapphardt","191","189","16559","Alexander Renner","247","226","16251","779","756","","0","221662","28760","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-475_Li","BAYL-M-475","Bajuwaren München 1","BC EMAX Unterföhring 2","","Hans-Jürgen Glasl","235","193","7408","Dennis Lüthje","178","228","7600","Ralph Reichert","222","222","7416","Volker Lüthje","183","197","7601","818","840","","0","23571113","28759","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-474_Li","BAYL-M-474","BK München 3","SG DJK Rimpar 1","","Georg Hinterwimmer","203","180","7867","Harald Laub","258","200","7597","Daniel Börding","199","191","7591","Sebastian Hinterwimmer","208","234","7885","868","805","","0","23571113","28758","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-471_Li","BAYL-M-471","Schanzer Ingolstadt 1","BC Comet Nürnberg","","Oliver Schütze","207","244","38550","Thomas Hartl","180","198","38411","Markus Schmied","182","223","38361","Jochen Spielvogel","189","214","7348","758","879","","0","142942","28757","2026-02-15 10:48:26","2026-02-15 09:48:26"
"BAYL-M-462_Li","BAYL-M-462","BK München 3","BC Comet Nürnberg","","Patrick Baszler","161","217","7886","Harald Laub","195","216","7597","Daniel Börding","211","246","7591","Sebastian Hinterwimmer","190","193","7885","757","872","","0","645091","28756","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-464_Li","BAYL-M-464","Schanzer Ingolstadt 1","Donaubowler Regensburg 1","","Oliver Schütze","202","213","38550","Thomas Hartl","234","245","38411","Markus Schmied","168","247","38361","Jochen Spielvogel","250","255","7348","854","960","","0","23571113","28755","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-463_Li","BAYL-M-463","BC EMAX Unterföhring 2","Werdenfels 1","","Sebastian Lohse","258","216","27134","Marco Probst","184","224","7602","Günter Denz","257","193","16398","Robert Pirzer","198","245","7428","897","878","","0","136316","28754","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-461_Li","BAYL-M-461","SG DJK Rimpar 1","Bajuwaren München 1","","Michael Kreß","224","247","10622","Alexander Scholz","203","136","16352","Henning Wunderlich","201","183","38018","Sebastian Boé","220","172","16287","848","738","","0","378581","28753","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-453_Li","BAYL-M-453","Schanzer Ingolstadt 1","SG Rottendorf 1","","Oliver Schütze","190","210","38550","Thomas Hartl","244","192","38411","Markus Schmied","175","215","38361","Jochen Spielvogel","218","208","7348","827","825","","0","297323","28752","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-451_Li","BAYL-M-451","BK München 3","Bowlinghaus Bamberg 1","","Patrick Baszler","159","203","7886","Harald Laub","192","204","7597","Daniel Börding","168","158","7591","Sebastian Hinterwimmer","243","217","7885","762","782","","0","579459","28751","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-452_Li","BAYL-M-452","BC EMAX Unterföhring 2","Donaubowler Regensburg 1","","Sebastian Lohse","196","201","27134","Marco Probst","214","210","7602","Günter Denz","191","203","16398","Robert Pirzer","185","212","7428","786","826","","0","374785","28750","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-454_Li","BAYL-M-454","BC Comet Nürnberg","Bajuwaren München 1","","Jan Schwarz","232","249","7734","Christian Schlick","233","203","7724","Andreas Mittelmaier","191","190","16896","Michael Schlundt","204","186","7725","860","828","","0","380522","28749","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-455_Li","BAYL-M-455","SG DJK Rimpar 1","Werdenfels 1","","Michael Kreß","234","182","10622","Wechsel im Spiel","172","193","69","Henning Wunderlich","169","183","38018","Sebastian Boé","181","199","16287","756","757","","0","23571113","28748","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-441_Li","BAYL-M-441","BC EMAX Unterföhring 2","Schanzer Ingolstadt 1","","Selim Fliegner","181","155","38673","Günter Denz","203","212","16398","Robert Pirzer","182","210","7428","Ernst Blasits","170","189","25554","736","766","","0","580278","28747","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-444_Li","BAYL-M-444","Donaubowler Regensburg 1","Werdenfels 1","","Christian Feller","201","185","16007","Dominik Seltmann","195","201","25604","Volkmar Hartfeil","179","160","7830","Kurt Obermeier","166","216","7831","741","762","","0","829956","28746","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-443_Li","BAYL-M-443","Bajuwaren München 1","BK München 3","","Hans-Jürgen Glasl","193","207","7408","Hans-Jürgen Glasl sen.","179","204","16762","Ralph Reichert","193","239","7416","Volker Lüthje","177","233","7601","742","883","","0","106417","28745","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-442_Li","BAYL-M-442","Bowlinghaus Bamberg 1","SG DJK Rimpar 1","","William Karl","205","202","16532","Bernd Trapphardt","183","181","16559","Thomas Nikoleit","201","235","25516","Alexander Renner","184","228","16251","773","846","","0","931354","28744","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-445_Li","BAYL-M-445","SG Rottendorf 1","BC Comet Nürnberg","","Christian Büttner","213","207","16862","Stefan Reichardt","167","226","16945","Tim Meier","254","186","38545","Patrick Stemmler","201","235","16495","835","854","","0","276355","28743","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-432_Li","BAYL-M-432","Werdenfels 1","BK München 3","","Maximilian Kammermeier","191","187","25822","Michael Ring","222","165","7317","Jan Musiol","218","235","25166","Daniel Hellmich","214","220","7314","845","807","","0","781250","28742","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-435_Li","BAYL-M-435","Schanzer Ingolstadt 1","Bajuwaren München 1","","Oliver Schütze","199","161","38550","Thomas Hartl","203","183","38411","Markus Schmied","224","221","38361","Jochen Spielvogel","236","170","7348","862","735","","0","861560","28741","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-434_Li","BAYL-M-434","SG DJK Rimpar 1","BC EMAX Unterföhring 2","","Michael Kreß","166","152","10622","Wechsel im Spiel","152","171","69","Henning Wunderlich","200","180","38018","Sebastian Boé","170","171","16287","688","674","","0","331439","28740","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-431_Li","BAYL-M-431","SG Rottendorf 1","Donaubowler Regensburg 1","","Christian Büttner","225","184","16862","Stefan Reichardt","156","188","16945","Tim Meier","201","208","38545","Patrick Stemmler","244","156","16495","826","736","","0","888023","28739","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-433_Li","BAYL-M-433","BC Comet Nürnberg","Bowlinghaus Bamberg 1","","Jan Schwarz","172","194","7734","Andreas Schick","173","204","7102","Christian Schlick","227","171","7724","Michael Schlundt","258","213","7725","830","782","","0","138041","28738","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-423_Li","BAYL-M-423","SG Rottendorf 1","SG DJK Rimpar 1","","Christian Büttner","180","168","16862","Stefan Reichardt","190","170","16945","Tim Meier","232","170","38545","Patrick Stemmler","188","180","16495","790","688","","0","917141","28737","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-425_Li","BAYL-M-425","BC EMAX Unterföhring 2","BK München 3","","Sebastian Lohse","133","255","27134","Günter Denz","161","177","16398","Robert Pirzer","168","180","7428","Ernst Blasits","197","238","25554","659","850","","0","674242","28736","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-422_Li","BAYL-M-422","Donaubowler Regensburg 1","Bajuwaren München 1","","Christian Feller","192","187","16007","Dominik Seltmann","215","162","25604","Volkmar Hartfeil","215","201","7830","Marco Hürdler","190","121","25271","812","671","","0","926048","28735","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-424_Li","BAYL-M-424","Bowlinghaus Bamberg 1","Schanzer Ingolstadt 1","","William Karl","161","234","16532","Bernd Trapphardt","175","221","16559","Thomas Nikoleit","190","162","25516","Alexander Renner","202","203","16251","728","820","","0","120722","28734","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-421_Li","BAYL-M-421","BC Comet Nürnberg","Werdenfels 1","","Jan Schwarz","259","191","7734","Andreas Schick","193","200","7102","Christian Schlick","210","185","7724","Michael Schlundt","191","231","7725","853","807","","0","653564","28733","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-411_Li","BAYL-M-411","Bowlinghaus Bamberg 1","BC EMAX Unterföhring 2","","William Karl","168","245","16532","Bernd Trapphardt","193","143","16559","Thomas Nikoleit","219","151","25516","Alexander Renner","203","164","16251","783","703","","0","575921","28732","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-414_Li","BAYL-M-414","SG Rottendorf 1","BK München 3","","Christian Büttner","179","184","16862","Stefan Reichardt","237","182","16945","Tim Meier","194","160","38545","Patrick Stemmler","169","266","16495","779","792","","0","421656","28731","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-412_Li","BAYL-M-412","SG DJK Rimpar 1","Schanzer Ingolstadt 1","","Michael Kreß","203","183","10622","Nico Plaschka","202","179","38039","Henning Wunderlich","226","147","38018","Sebastian Boé","199","125","16287","830","634","","0","23571113","28730","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-415_Li","BAYL-M-415","BC Comet Nürnberg","Donaubowler Regensburg 1","","Jan Schwarz","214","211","7734","Andreas Schick","180","243","7102","Christian Schlick","202","201","7724","Michael Schlundt","237","191","7725","833","846","","0","249093","28729","2026-02-15 10:48:25","2026-02-15 09:48:25"
"BAYL-M-413_Li","BAYL-M-413","Werdenfels 1","Bajuwaren München 1","","Maximilian Kammermeier","256","225","25822","Jan Musiol","189","141","25166","Bruno Gärtner","214","215","25649","Daniel Hellmich","206","193","7314","865","774","","0","637900","28728","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-111_Li","BAYL-M-111","BK München 3","Bajuwaren München 1","","Peter Börding","145","180","7593","Patrick Baszler","208","139","7886","Harald Laub","174","177","7597","Sebastian Hinterwimmer","177","155","7885","704","651","","0","23571113","28727","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-112_Li","BAYL-M-112","Schanzer Ingolstadt 1","Donaubowler Regensburg 1","","Oliver Schütze","195","154","38550","Thomas Hartl","179","233","38411","Sebastian Tesinski","105","170","38569","Markus Schmied","166","169","38361","645","726","","0","23571113","28726","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-113_Li","BAYL-M-113","BC Comet Nürnberg","SG DJK Rimpar 1","","Andreas Mittelmaier","180","167","16896","Christian Schlick","225","154","7724","Michael Schlundt","167","223","7725","Jan Schwarz","212","181","7734","784","725","","0","23571113","28725","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-114_Li","BAYL-M-114","SG Rottendorf 1","Bowlinghaus Bamberg 1","","Christian Büttner","184","156","16862","Stefan Reichardt","148","169","16945","Alexander Scholz","158","172","16352","Patrick Stemmler","194","168","16495","684","665","","0","23571113","28724","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-115_Li","BAYL-M-115","BC EMAX Unterföhring 2","Werdenfels 1","","Sebastian Lohse","158","162","27134","Robert Wegenast","156","156","25325","Günter Denz","219","143","16398","Robert Pirzer","171","188","7428","704","649","","0","23571113","28723","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-121_Li","BAYL-M-121","Donaubowler Regensburg 1","SG DJK Rimpar 1","","Christian Feller","150","190","16007","Dominik Seltmann","160","155","25604","Volkmar Hartfeil","182","199","7830","Marco Hürdler","174","158","25271","666","702","","0","23571113","28722","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-122_Li","BAYL-M-122","Werdenfels 1","BC Comet Nürnberg","","Maximilian Kammermeier","182","139","25822","Jan Musiol","153","201","25166","Bruno Gärtner","165","172","25649","Daniel Hellmich","160","220","7314","660","732","","0","23571113","28721","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-123_Li","BAYL-M-123","Bajuwaren München 1","Bowlinghaus Bamberg 1","","Hans-Jürgen Glasl","198","223","7408","Hans-Jürgen Glasl sen.","184","191","16762","Ralph Reichert","172","192","7416","Volker Lüthje","165","196","7601","719","802","","0","23571113","28720","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-124_Li","BAYL-M-124","BC EMAX Unterföhring 2","Schanzer Ingolstadt 1","","Sebastian Lohse","168","196","27134","Robert Wegenast","164","152","25325","Günter Denz","168","134","16398","Robert Pirzer","203","199","7428","703","681","","0","23571113","28719","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-125_Li","BAYL-M-125","BK München 3","SG Rottendorf 1","","Patrick Baszler","158","179","7886","Maximilian Hellmessen","192","171","16912","Harald Laub","171","145","7597","Sebastian Hinterwimmer","190","183","7885","711","678","","0","23571113","28718","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-131_Li","BAYL-M-131","SG Rottendorf 1","Werdenfels 1","","Christian Büttner","166","224","16862","Stefan Reichardt","173","192","16945","Alexander Scholz","215","174","16352","Patrick Stemmler","180","248","16495","734","838","","0","23571113","28717","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-132_Li","BAYL-M-132","BC EMAX Unterföhring 2","SG DJK Rimpar 1","","Sebastian Lohse","176","156","27134","Robert Wegenast","141","170","25325","Günter Denz","179","181","16398","Robert Pirzer","196","156","7428","692","663","","0","23571113","28716","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-133_Li","BAYL-M-133","Schanzer Ingolstadt 1","BK München 3","","Oliver Schütze","202","170","38550","Thomas Hartl","177","228","38411","Michael Klapper","177","151","25024","Markus Schmied","167","228","38361","723","777","","0","23571113","28715","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-134_Li","BAYL-M-134","BC Comet Nürnberg","Bajuwaren München 1","","Jan Schwarz","206","173","7734","Christian Schlick","227","201","7724","Michael Schlundt","184","142","7725","Andreas Mittelmaier","184","211","16896","801","727","","0","23571113","28714","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-135_Li","BAYL-M-135","Bowlinghaus Bamberg 1","Donaubowler Regensburg 1","","William Karl","214","214","16532","Jonathan Nolan","190","191","16873","Bernd Trapphardt","144","200","16559","Alexander Renner","190","168","16251","738","773","","0","23571113","28713","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-141_Li","BAYL-M-141","Bajuwaren München 1","Schanzer Ingolstadt 1","","Hans-Jürgen Glasl","199","189","7408","Hans-Jürgen Glasl sen.","131","186","16762","Dennis Lüthje","173","188","7600","Ralph Reichert","181","211","7416","684","774","","0","23571113","28712","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-142_Li","BAYL-M-142","Bowlinghaus Bamberg 1","BK München 3","","William Karl","186","181","16532","Jonathan Nolan","199","228","16873","Thomas Nikoleit","176","228","25516","Alexander Renner","166","180","16251","727","817","","0","23571113","28711","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-143_Li","BAYL-M-143","SG DJK Rimpar 1","Werdenfels 1","","Nico Plaschka","160","172","38039","Sebastian Gräfe","201","182","38687","Michael Kreß","191","179","10622","Jan-Uwe Werder","191","183","16301","743","716","","0","23571113","28710","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-144_Li","BAYL-M-144","Donaubowler Regensburg 1","SG Rottendorf 1","","Christian Feller","222","204","16007","Dominik Seltmann","169","133","25604","Volkmar Hartfeil","160","155","7830","Kurt Obermeier","169","186","7831","720","678","","0","23571113","28709","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-145_Li","BAYL-M-145","BC Comet Nürnberg","BC EMAX Unterföhring 2","","Jan Schwarz","242","172","7734","Christian Schlick","157","184","7724","Michael Schlundt","186","169","7725","Andreas Mittelmaier","166","191","16896","751","716","","0","23571113","28708","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-151_Li","BAYL-M-151","BC Comet Nürnberg","Donaubowler Regensburg 1","","Andreas Schick","208","156","7102","Christian Schlick","175","187","7724","Michael Schlundt","191","158","7725","Jan Schwarz","168","219","7734","742","720","","0","23571113","28707","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-152_Li","BAYL-M-152","SG Rottendorf 1","Bajuwaren München 1","","Christian Büttner","199","180","16862","Stefan Reichardt","171","171","16945","Alexander Scholz","169","191","16352","Patrick Stemmler","173","179","16495","712","721","","0","23571113","28706","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-153_Li","BAYL-M-153","Bowlinghaus Bamberg 1","BC EMAX Unterföhring 2","","William Karl","194","157","16532","Jonathan Nolan","194","199","16873","Thomas Nikoleit","136","139","25516","Alexander Renner","190","192","16251","714","687","","0","23571113","28705","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-154_Li","BAYL-M-154","SG DJK Rimpar 1","BK München 3","","Sebastian Gräfe","174","201","38687","Michael Kreß","196","225","10622","Nico Plaschka","155","173","38039","Jan-Uwe Werder","182","198","16301","707","797","","0","23571113","28704","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-155_Li","BAYL-M-155","Werdenfels 1","Schanzer Ingolstadt 1","","Maximilian Kammermeier","191","203","25822","Markus Auer","167","156","25788","Bruno Gärtner","158","155","25649","Daniel Hellmich","247","154","7314","763","668","","0","23571113","28703","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-161_Li","BAYL-M-161","BC EMAX Unterföhring 2","BK München 3","","Sebastian Lohse","172","158","27134","Robert Pirzer","150","162","7428","Günter Denz","127","170","16398","Ernst Blasits","173","189","25554","622","679","","0","23571113","28702","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-162_Li","BAYL-M-162","BC Comet Nürnberg","Bowlinghaus Bamberg 1","","Andreas Schick","176","140","7102","Christian Schlick","174","183","7724","Michael Schlundt","147","190","7725","Jan Schwarz","135","216","7734","632","729","","0","23571113","28701","2026-02-15 10:48:24","2026-02-15 09:48:24"
"BAYL-M-163_Li","BAYL-M-163","SG Rottendorf 1","Schanzer Ingolstadt 1","","Christian Büttner","169","208","16862","Stefan Reichardt","191","189","16945","Alexander Scholz","155","173","16352","Patrick Stemmler","174","147","16495","689","717","","0","23571113","28700","2026-02-15 10:48:24","2026-02-15 09:48:24"
